Time (s),Pressure (mmHg)
20.61264181137085,131.46
20.66206932067871,132.02
20.710742712020874,131.93
20.760123252868652,128.33
20.809381008148193,126.98
20.858792304992676,125.99
20.90871572494507,124.98
20.95783805847168,124.21
21.00782322883606,126.93
21.05730891227722,127.38
21.106433868408203,127.09
21.155572652816772,123.32
21.204365730285645,121.74
21.25382113456726,120.52
21.303260803222656,119.33
21.35265827178955,118.52
21.402257680892944,121.2
21.451634407043457,121.75
21.50135612487793,121.77
21.550840616226196,118.52
21.60026717185974,117.35
21.649418115615845,116.51
21.698387145996094,115.63
21.747670650482178,114.95
21.79704737663269,117.52
21.84628200531006,118.0
21.89636254310608,117.79
21.94542407989502,114.37
21.995185136795044,112.89
22.044160842895508,111.71
22.093374490737915,110.56
22.142971754074097,109.79
22.19225525856018,112.23
22.24176836013794,112.7
22.290899991989136,112.54
22.34024667739868,109.33
22.3893084526062,108.0
22.438884496688843,107.02
22.489108085632324,106.27
22.537742376327515,105.98
22.58757257461548,108.78
22.637017726898193,109.75
22.686408519744873,110.05
22.735479831695557,107.12
22.784637451171875,105.9
22.83451223373413,104.92
22.883773803710938,103.88
22.9327974319458,103.12
22.98191475868225,105.35
23.031224250793457,105.65
23.08057475090027,105.32
23.130109548568726,102.11
23.17939853668213,100.71
23.22878932952881,99.64
23.27861213684082,98.64
23.328039169311523,98.02
23.377118587493896,100.42
23.426356554031372,101.2
23.4765682220459,101.49
23.525163888931274,98.98
23.57420301437378,98.14
23.623565196990967,97.39
23.67307949066162,96.49
23.722184658050537,95.79
23.771714210510254,97.86
23.82112693786621,98.22
23.871121168136597,98.0
23.92039132118225,95.07
23.969802856445312,93.8
24.019136905670166,92.8
24.068947315216064,91.84
24.11744451522827,91.19
24.16692304611206,93.29
24.21640968322754,93.9
24.266167402267456,94.09
24.31521487236023,91.68
24.365375757217407,90.89
24.41405463218689,90.3
24.462878227233887,89.57
24.51233410835266,88.97
24.562103748321533,90.96
24.61115288734436,91.33
24.660454511642456,91.18
24.709848642349243,88.51
24.759463787078857,87.37
24.80860161781311,86.48
24.85922145843506,85.61
24.90771245956421,85.04
24.95710277557373,87.11
25.006505012512207,87.79
25.055394649505615,88.03
25.105143785476685,85.82
25.15446662902832,85.09
25.20390510559082,84.45
25.253586769104004,83.69
25.30316424369812,83.14
25.35313367843628,85.03
25.4019877910614,85.4
25.450911045074463,85.28
25.50051188468933,82.8
25.54961895942688,81.73
25.598939180374146,80.88
25.648078203201294,80.08
25.69740915298462,79.66
25.74697232246399,81.69
25.79636812210083,82.33
25.845639944076538,82.55
25.894914150238037,80.52
25.94444727897644,79.65
25.994155406951904,78.9
26.043201446533203,78.15
26.092581272125244,77.6
26.14196801185608,79.27
26.191368103027344,79.63
26.24069309234619,79.56
26.289989471435547,77.29
26.339396238327026,76.31
26.388843059539795,75.56
26.438185930252075,74.87
26.487532377243042,74.5
26.53698992729187,76.39
26.58632493019104,77.01
26.636050939559937,77.2
26.68501353263855,75.24
26.734524488449097,74.41
26.78388524055481,73.7
26.8331139087677,72.99
26.882752895355225,72.49
26.932134866714478,74.12
26.981457471847534,74.49
27.030790090560913,74.42
27.079957962036133,72.27
27.129542589187622,71.35
27.17887043952942,70.63
27.22829270362854,69.95
27.277431964874268,69.48
27.326956272125244,71.09
27.376383304595947,71.53
27.425477027893066,71.65
27.474863290786743,69.79
27.52479124069214,69.13
27.573593378067017,68.68
27.6237576007843,68.16
27.67237377166748,67.75
27.721968173980713,69.32
27.771331071853638,69.68
27.8205144405365,69.63
27.8700053691864,67.68
27.91936445236206,66.87
27.96868658065796,66.24
28.018117666244507,65.62
28.067392587661743,65.2
28.116870164871216,66.68
28.166186571121216,67.01
28.21540641784668,67.05
28.264739274978638,65.27
28.314335346221924,64.63
28.363604307174683,64.21
28.412850379943848,63.81
28.46224546432495,63.51
28.511423349380493,65.01
28.561042070388794,65.38
28.61057448387146,65.36
28.65979504585266,63.56
28.70908832550049,62.81
28.75840401649475,62.23
28.80790066719055,61.68
28.85789465904236,61.28
28.906505584716797,62.66
28.955883264541626,63.06
29.00545310974121,63.18
29.054752349853516,61.55
29.104273080825806,60.96
29.153652906417847,60.55
29.202951431274414,60.08
29.25233030319214,59.71
29.30170249938965,61.09
29.35111093521118,61.43
29.4004328250885,61.42
29.449815034866333,59.72
29.4990074634552,59.0
29.54835343360901,58.43
29.59792733192444,57.88
29.64737057685852,57.52
29.696598768234253,58.93
29.745810747146606,59.41
29.79521894454956,59.59
29.844727277755737,58.11
29.89428448677063,57.55
29.94347333908081,57.07
29.99273419380188,56.55
30.04231309890747,56.19
30.0919771194458,57.48
30.141102075576782,57.82
30.190333604812622,57.85
30.239596128463745,56.28
30.288979530334473,55.63
30.33840823173523,55.13
30.38799810409546,54.66
30.43716549873352,54.43
30.48636245727539,55.83
30.535836219787598,56.3
30.58521294593811,56.49
30.63481307029724,55.11
30.68410038948059,54.53
30.73350739479065,54.06
30.783035039901733,53.59
30.832152843475342,53.28
30.881629705429077,54.48
30.930901050567627,54.81
30.98020648956299,54.82
31.029724836349487,53.34
31.07915472984314,52.72
31.12841534614563,52.25
31.17781901359558,51.81
31.226887702941895,51.58
31.27638602256775,52.9
31.32572031021118,53.34
31.375107765197754,53.53
31.424447298049927,52.23
31.473814964294434,51.7
31.52333354949951,51.26
31.572713136672974,50.82
31.621950387954712,50.5
31.671451091766357,51.65
31.720787048339844,51.94
31.769944667816162,51.94
31.81938862800598,50.54
31.86889362335205,49.96
31.91814374923706,49.53
31.967499256134033,49.1
32.016791582107544,48.82
32.06622314453125,49.96
32.11544346809387,50.33
32.16497588157654,50.45
32.214725971221924,49.22
32.26368951797485,48.78
32.31311798095703,48.42
32.36255860328674,48.02
32.411858558654785,47.74
32.461215019226074,48.8
32.510437965393066,49.07
32.55993294715881,49.08
32.6091194152832,47.73
32.65851664543152,47.18
32.707762718200684,46.76
32.757302045822144,46.37
32.806719064712524,46.12
32.855982542037964,47.26
32.90545415878296,47.63
32.954758405685425,47.78
33.00393843650818,46.61
33.05341553688049,46.17
33.102949380874634,45.8
33.15210676193237,45.42
33.20150589942932,45.15
33.2509880065918,46.16
33.30027723312378,46.42
33.34981155395508,46.42
33.39896821975708,45.15
33.44836735725403,44.6
33.49773025512695,44.19
33.54734945297241,43.81
33.5970242023468,43.54
33.64616274833679,44.52
33.69529676437378,44.76
33.744879961013794,44.75
33.79452133178711,43.54
33.8435640335083,43.05
33.89303994178772,42.69
33.94214725494385,42.41
33.991466999053955,42.31
34.04104709625244,43.44
34.09043097496033,43.86
34.13975238800049,44.03
34.189287424087524,42.92
34.238457441329956,42.46
34.28802537918091,42.1
34.337013959884644,41.74
34.38647532463074,41.49
34.43588948249817,42.45
34.48519849777222,42.66
34.53471851348877,42.62
34.58414602279663,41.42
34.6335391998291,40.92
34.6828248500824,40.55
34.73213005065918,40.22
34.78155016899109,40.02
34.83090925216675,41.0
34.88009524345398,41.33
34.929521322250366,41.44
34.978920698165894,40.39
35.028194427490234,40.01
35.07774496078491,39.71
35.12703776359558,39.39
35.176270723342896,39.17
35.225778341293335,40.11
35.274996519088745,40.37
35.32456398010254,40.44
35.373907804489136,39.4
35.42334294319153,38.99
35.4724006652832,38.68
35.5220046043396,38.36
35.57138156890869,38.13
35.6205677986145,39.03
35.66995024681091,39.31
35.71954798698425,39.4
35.76883840560913,38.4
35.81821417808533,38.02
35.867427349090576,37.71
35.91687488555908,37.38
35.96619725227356,37.15
36.01556658744812,37.99
36.065085887908936,38.2
36.11435341835022,38.21
36.16386413574219,37.18
36.213016748428345,36.77
36.26230311393738,36.46
36.31194305419922,36.16
36.36134147644043,35.98
36.41042447090149,36.87
36.45967984199524,37.15
36.50921583175659,37.25
36.55830478668213,36.34
36.60787868499756,36.0
36.657453775405884,35.72
36.70663499832153,35.45
36.7558798789978,35.26
36.805264711380005,36.07
36.85465335845947,36.26
36.90410852432251,36.25
36.95329284667969,35.25
37.00276279449463,34.83
37.05201816558838,34.53
37.101686000823975,34.25
37.150994300842285,34.1
37.20025682449341,34.97
37.2496383190155,35.25
37.29895758628845,35.36
37.34847640991211,34.51
37.39785194396973,34.18
37.44717288017273,33.93
37.49658274650574,33.68
37.5460901260376,33.5
37.59517288208008,34.26
37.64474534988403,34.45
37.69402050971985,34.44
37.74337601661682,33.48
37.79275369644165,33.09
37.84223985671997,32.81
37.89150071144104,32.56
37.94073987007141,32.39
37.99034285545349,33.14
38.03949785232544,33.32
38.08911943435669,33.32
38.13841414451599,32.45
38.187671184539795,32.17
38.237170696258545,32.0
38.28645658493042,31.86
38.3362340927124,31.78
38.38571906089783,32.56
38.434507846832275,32.74
38.483869314193726,32.74
38.53388953208923,31.87
38.58253741264343,31.53
38.63217210769653,31.3
38.68151831626892,31.06
38.73071050643921,30.9
38.780221700668335,31.6
38.829590797424316,31.77
38.87901735305786,31.76
38.928301095962524,30.91
38.977662563323975,30.57
39.0271430015564,30.35
39.07635831832886,30.18
39.1257746219635,30.11
39.17526578903198,30.87
39.2246778011322,31.12
39.27408742904663,31.17
39.32337951660156,30.35
